,battery_power,blue,clock_speed,resolution,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range
496,0.1554,1,0.05,2.2275178562677606e-11,1,0.11,0,0.05,1.0,0.124,0.3,0.12,0.3635,0.18,0,0,0,3
497,0.1337,0,0.05,1.1039999995662857e-12,0,0.13,0,0.31,0.8,0.186,0.2,0.2,0.218,0.16,1,0,1,1
498,0.1926,1,0.16999999999999998,1.8936233311241062e-10,1,0.01,1,0.33,0.4,0.172,0.3,0.02,0.2488,0.14,1,0,0,2
499,0.0869,0,0.13,6.6062051254948895e-12,1,0.03,0,0.34,0.1,0.104,0.2,0.04,0.3864,0.11,1,0,0,3
500,0.1278,1,0.05,6.224999992885715e-11,1,0.01,0,0.54,0.1,0.104,0.8,0.16,0.1155,0.2,0,0,1,0
501,0.1773,1,0.25,1.7534117643105052e-11,0,0.16,1,0.32,0.6,0.17,0.6,0.18,0.3566,0.13,1,0,1,3
502,0.1661,1,0.08,1.1030249997395637e-11,1,0.01,1,0.06,1.0,0.109,0.7,0.02,0.0864,0.02,1,0,1,1
503,0.1438,0,0.22000000000000003,4.598497975112746e-12,0,0.0,1,0.32,0.6,0.176,0.7,0.06,0.0869,0.09,1,1,1,0
504,0.1661,1,0.13999999999999999,2.563866665099859e-11,0,0.0,0,0.29,0.3,0.119,0.2,0.0,0.0591,0.09,1,1,1,0
505,0.1846,1,0.06,7.128777776114396e-13,0,0.01,0,0.19,0.7,0.159,0.1,0.02,0.1333,0.11,0,1,1,1
506,0.126,1,0.2,9.002007574189046e-12,1,0.02,1,0.23,0.2,0.123,0.7,0.1,0.2208,0.1,1,0,1,2
507,0.0512,1,0.05,1.8269880950060968e-12,1,0.07,0,0.15,0.9,0.083,0.3,0.15,0.261,0.15,0,1,1,2
508,0.0581,0,0.22000000000000003,4.010027863330152e-12,0,0.0,0,0.59,0.7,0.185,0.5,0.06,0.2819,0.09,0,0,1,2
509,0.1872,1,0.22999999999999998,1.6052249994203356e-11,0,0.06,0,0.44,0.7,0.134,0.3,0.15,0.1955,0.15,1,0,1,2
510,0.0687,1,0.13,8.002190474285193e-12,0,0.09,1,0.5,0.6,0.151,0.4,0.2,0.3416,0.08,1,1,0,3
511,0.1062,1,0.25,1.3733199993460382e-10,1,0.06,0,0.1,0.9,0.16,0.1,0.13,0.3803,0.16,0,0,1,3
512,0.1678,1,0.22999999999999998,4.912893330713123e-11,1,0.11,0,0.07,0.5,0.192,0.1,0.14,0.0574,0.19,1,0,0,0
513,0.1417,1,0.05,3.201333332731373e-12,0,0.1,1,0.45,0.9,0.166,0.4,0.19,0.2129,0.12,1,0,1,1
514,0.1074,0,0.24,6.927630761770243e-11,1,0.02,1,0.09,0.9,0.103,0.6,0.14,0.1948,0.18,1,1,1,1
515,0.1832,0,0.06999999999999999,9.654285712370181e-13,0,0.02,0,0.02,0.6,0.09,0.7,0.06,0.2978,0.18,0,0,0,2
516,0.1039,0,0.13,3.72707999574048e-10,0,0.0,1,0.12,0.8,0.2,0.8,0.0,0.1619,0.1,1,1,1,1
517,0.1059,0,0.24,1.5848758972083255e-11,0,0.08,0,0.61,0.1,0.134,0.3,0.18,0.3716,0.11,1,1,0,3
518,0.1606,0,0.13999999999999999,2.0849499995790003e-11,0,0.03,0,0.57,0.1,0.154,0.4,0.04,0.3454,0.2,0,0,1,3
519,0.1928,1,0.18,7.798428566415295e-11,0,0.09,1,0.19,1.0,0.187,0.3,0.2,0.3777,0.13,1,1,1,3
520,0.1875,1,0.05,2.4996314269645226e-10,1,0.11,1,0.55,0.7,0.091,0.1,0.17,0.2712,0.06,1,0,1,3
521,0.1128,1,0.11000000000000001,0.23761639995247671,0,0.09,1,0.46,0.9,0.135,0.8,0.1,0.1434,0.11,1,0,0,1
522,0.1748,0,0.16999999999999998,5.520864582528208e-12,1,0.06,1,0.14,0.5,0.146,0.3,0.07,0.3968,0.03,1,0,1,3
523,0.1413,0,0.05,1.208487499682772e-12,1,0.05,0,0.51,0.3,0.117,0.5,0.11,0.3383,0.02,0,0,0,3
524,0.0825,0,0.05,8.227124997600422e-12,1,0.0,1,0.23,0.1,0.086,0.2,0.0,0.3278,0.02,1,0,1,3
525,0.1589,1,0.13999999999999999,2.2990679683189245e-11,0,0.03,1,0.26,0.1,0.1,0.8,0.16,0.397,0.18,1,0,1,3
526,0.0535,1,0.05,5.952589284545026e-12,1,0.08,1,0.54,0.5,0.145,0.8,0.15,0.2674,0.1,1,0,0,2
527,0.178,1,0.05,6.028647058151606e-12,0,0.06,0,0.27,0.1,0.19,0.4,0.11,0.2776,0.14,1,1,1,3
528,0.1671,0,0.06,5.57559999804854e-12,1,0.07,1,0.61,0.1,0.129,0.2,0.11,0.2336,0.07,1,0,0,2
529,0.1821,0,0.09,6.246107140403315e-12,0,0.09,1,0.12,0.3,0.114,0.1,0.18,0.243,0.06,1,1,1,2
530,0.1076,1,0.26,2.185833332483287e-12,0,0.03,1,0.38,0.7,0.119,0.6,0.08,0.0891,0.09,1,1,0,0
531,0.0532,1,0.08,2.5267723069925863e-11,1,0.03,0,0.08,0.1,0.193,0.5,0.1,0.0728,0.08,1,1,0,0
532,0.0777,1,0.26,1.543049999735477e-12,0,0.03,0,0.3,0.9,0.148,0.5,0.17,0.3886,0.07,1,0,0,3
533,0.1217,1,0.05,1.8899809514809616e-11,0,0.03,0,0.17,0.5,0.182,0.4,0.13,0.1711,0.09,1,0,1,1
534,0.1656,1,0.16,6.849523806751383e-12,1,0.0,0,0.16,1.0,0.117,0.7,0.02,0.2856,0.2,1,1,1,2
535,0.1185,0,0.19,4.294856247584143e-11,0,0.0,0,0.31,0.4,0.152,0.8,0.07,0.2447,0.03,1,1,1,2
536,0.0577,0,0.24,2.0469480514695447e-11,0,0.08,1,0.37,0.9,0.161,0.6,0.2,0.0814,0.19,1,1,1,0
537,0.0737,1,0.24,0.16322899997668155,1,0.07,0,0.49,0.6,0.193,0.4,0.16,0.2951,0.1,0,1,0,2
538,0.0704,0,0.22000000000000003,3.6323285672773386e-11,1,0.04,0,0.53,0.2,0.186,0.6,0.06,0.3653,0.15,1,1,1,2
539,0.0525,1,0.05,7.699888885894487e-12,1,0.05,0,0.51,0.5,0.137,0.8,0.11,0.1891,0.12,0,1,0,1
540,0.0504,1,0.05,5.00805882290095e-12,1,0.05,0,0.16,0.1,0.166,0.1,0.09,0.0701,0.15,1,0,1,0
541,0.0793,0,0.12,3.7086499956732415e-10,1,0.01,1,0.38,0.6,0.176,0.4,0.07,0.3139,0.12,1,1,1,3
542,0.0569,0,0.06,6.8445476169290685e-12,1,0.02,0,0.39,0.1,0.184,0.8,0.09,0.2811,0.07,1,0,1,1
543,0.159,0,0.19,2.0135454538590186e-11,1,0.03,1,0.21,1.0,0.16,0.5,0.18,0.1701,0.04,1,0,1,1
544,0.0707,0,0.05,6.507210083186035e-12,0,0.0,1,0.16,0.1,0.194,0.2,0.0,0.1853,0.12,1,1,1,1
545,0.0767,0,0.19,4.5166666613972223e-11,0,0.16,1,0.19,0.2,0.185,0.6,0.17,0.2445,0.06,1,1,1,1
546,0.135,1,0.05,1.338239998572544e-11,1,0.0,1,0.5,0.8,0.181,0.8,0.04,0.2287,0.08,1,1,0,1
547,0.1117,1,0.06,3.6549392847352844e-11,1,0.0,0,0.31,0.2,0.146,0.2,0.07,0.2003,0.14,0,1,1,2
548,0.0641,1,0.11000000000000001,9.04294285404242e-12,0,0.0,1,0.07,0.9,0.192,0.1,0.03,0.3595,0.19,1,1,1,2
549,0.1002,0,0.08,2.380649999375079e-11,1,0.0,1,0.35,0.5,0.083,0.2,0.04,0.1726,0.19,1,0,1,1
550,0.1408,1,0.21000000000000002,1.3894666662614056e-11,1,0.1,0,0.45,0.9,0.089,0.5,0.14,0.3952,0.03,0,0,1,3
551,0.19,1,0.2,2.9111039965066753e-10,1,0.01,0,0.41,0.5,0.19,0.8,0.06,0.085,0.04,1,1,1,1
552,0.0726,0,0.29,1.488705881521017e-11,0,0.0,0,0.43,0.1,0.101,0.8,0.0,0.1446,0.08,1,1,0,0
553,0.1544,0,0.22999999999999998,3.6116428561754528e-12,0,0.12,1,0.45,0.1,0.113,0.8,0.2,0.13,0.18,1,1,0,1
554,0.1454,1,0.16,1.461428571178041e-12,0,0.06,1,0.21,0.2,0.16,0.4,0.1,0.0719,0.1,1,1,1,0
555,0.123,1,0.22000000000000003,5.113018180330759e-12,1,0.06,0,0.26,0.8,0.123,0.5,0.07,0.0988,0.09,0,1,1,0
556,0.1552,0,0.12,3.6274358965522912e-12,0,0.1,1,0.53,0.3,0.18,0.8,0.18,0.2606,0.12,1,0,0,2
557,0.1519,0,0.21000000000000002,1.8922909087296533e-12,0,0.0,0,0.32,0.7,0.2,0.1,0.1,0.2912,0.15,1,1,0,2
558,0.0723,1,0.19,1.630857894469801e-11,0,0.04,0,0.3,0.3,0.102,0.1,0.07,0.2339,0.17,0,1,1,2
559,0.1191,0,0.24,3.863416665746806e-12,1,0.02,0,0.13,0.9,0.169,0.1,0.07,0.1028,0.08,1,1,1,0
560,0.1168,0,0.13,6.969499997483237e-12,0,0.09,0,0.61,0.1,0.09,0.8,0.1,0.3173,0.17,0,0,1,3
561,0.1229,0,0.05,2.209411764207682e-12,1,0.15,0,0.14,0.8,0.191,0.2,0.16,0.1667,0.17,0,0,1,1
562,0.1758,1,0.05,1.1836399992109064e-10,0,0.11,1,0.13,0.6,0.19,0.8,0.14,0.1897,0.15,1,0,0,2
563,0.129,0,0.05,9.241666664484609e-12,0,0.0,0,0.03,0.1,0.143,0.6,0.04,0.1214,0.15,0,1,1,1
564,0.0574,0,0.27999999999999997,5.980464284112376e-12,1,0.16,0,0.38,0.1,0.09,0.6,0.17,0.3269,0.1,0,1,0,2
565,0.1271,1,0.05,1.2529285712555483e-11,0,0.12,0,0.32,0.1,0.113,0.7,0.15,0.0445,0.14,0,0,1,0
566,0.117,1,0.12,1.9372499991928127e-12,0,0.04,0,0.3,0.4,0.083,0.8,0.15,0.1073,0.08,1,1,0,0
567,0.1269,1,0.13,3.406933332462672e-11,0,0.14,0,0.52,0.8,0.118,0.2,0.15,0.0665,0.05,0,0,0,1
568,0.1288,0,0.27999999999999997,2.087444117176361e-11,1,0.15,0,0.5,0.1,0.121,0.2,0.2,0.3129,0.02,0,0,0,3
569,0.1366,1,0.06999999999999999,2.709986013531191e-12,1,0.0,1,0.34,0.1,0.15,0.2,0.09,0.3501,0.03,1,0,0,3
570,0.1572,1,0.08,3.965272220239586e-11,1,0.07,1,0.08,0.8,0.169,0.5,0.08,0.3461,0.1,1,1,1,3
571,0.1627,0,0.09,7.814444442490833e-13,1,0.09,1,0.32,0.1,0.18,0.6,0.16,0.3206,0.16,1,1,0,3
572,0.1701,1,0.05,0.027399272724781883,0,0.13,1,0.46,0.9,0.115,0.2,0.15,0.3717,0.1,1,1,0,3
573,0.19,1,0.05,1.5454586662545443e-11,1,0.0,1,0.55,0.9,0.171,0.1,0.01,0.3917,0.18,1,0,1,3
574,0.1974,0,0.1,4.866071426659757e-12,0,0.04,0,0.24,0.3,0.08,0.7,0.13,0.0861,0.06,1,0,1,0
575,0.1197,1,0.05,2.7514285708906977e-12,1,0.09,0,0.2,0.1,0.129,0.5,0.1,0.2885,0.14,1,1,1,2
576,0.0587,1,0.22999999999999998,6.096199996274543e-11,1,0.04,0,0.06,0.7,0.17,0.1,0.16,0.2777,0.14,1,1,0,2
577,0.0934,0,0.11000000000000001,1.93499166622899e-11,0,0.07,0,0.24,0.8,0.112,0.5,0.12,0.1017,0.09,0,0,1,0
578,0.1195,0,0.2,1.532478632190474e-12,1,0.01,1,0.23,0.1,0.082,0.4,0.09,0.098,0.17,1,0,0,0
579,0.1853,1,0.1,7.037535712023649e-12,0,0.02,0,0.23,0.4,0.092,0.1,0.15,0.2775,0.17,1,0,0,3
580,0.1164,0,0.1,2.7604799988958075e-11,0,0.04,1,0.19,0.9,0.095,0.8,0.18,0.3309,0.03,1,0,1,3
581,0.1512,1,0.05,1.7057191663539518e-11,0,0.08,1,0.18,0.1,0.088,0.3,0.17,0.3607,0.06,1,1,1,3
582,0.1232,0,0.29,1.8253062497033874e-12,1,0.01,1,0.24,0.3,0.169,0.5,0.17,0.1257,0.16,1,0,0,0
583,0.1813,1,0.06,1.634918517791888e-11,1,0.0,1,0.05,0.2,0.198,0.3,0.08,0.0759,0.14,1,1,0,0
584,0.0946,1,0.26,2.863959999399932e-11,1,0.17,0,0.05,0.1,0.166,0.3,0.2,0.372,0.04,0,1,0,3
585,0.0739,1,0.22999999999999998,3.84731428452345e-11,1,0.02,1,0.58,0.1,0.088,0.3,0.04,0.0475,0.06,1,0,1,0
586,0.0704,1,0.27,6.192488886136672e-11,0,0.08,1,0.29,0.2,0.08,0.1,0.1,0.1122,0.1,1,1,1,0
587,0.1663,1,0.05,3.673237498806198e-11,0,0.0,0,0.4,0.6,0.147,0.4,0.15,0.1336,0.15,1,0,0,1
588,0.1966,1,0.13999999999999999,1.0811086357247994e-10,1,0.02,0,0.4,0.9,0.185,0.8,0.18,0.1185,0.2,0,1,0,2
589,0.1219,0,0.1,1.464866666045208e-11,1,0.0,0,0.17,0.7,0.196,0.5,0.04,0.0705,0.06,0,1,1,0
590,0.0612,1,0.06999999999999999,1.3730777775271365e-11,0,0.06,0,0.35,0.6,0.181,0.5,0.12,0.3169,0.06,0,0,0,2
591,0.1658,1,0.13999999999999999,2.1401999976457796e-11,0,0.0,1,0.39,0.7,0.182,0.1,0.05,0.3483,0.15,1,0,1,3
592,0.1263,0,0.05,7.980333330103198e-12,0,0.12,0,0.64,0.3,0.175,0.5,0.18,0.1183,0.17,0,0,1,1
593,0.1395,1,0.27999999999999997,6.351972723519288e-11,0,0.0,1,0.55,0.6,0.118,0.3,0.01,0.3373,0.16,1,1,0,3
594,0.0621,1,0.27,6.582333325653943e-11,1,0.0,0,0.54,0.1,0.151,0.4,0.2,0.2801,0.05,1,1,1,2
595,0.0652,0,0.05,1.6777037034706896e-12,1,0.01,0,0.58,0.6,0.142,0.3,0.02,0.0565,0.09,0,0,1,0
596,0.1175,0,0.06,5.712138886826172e-12,0,0.1,0,0.25,0.1,0.145,0.2,0.12,0.3153,0.12,1,0,0,2
597,0.0561,1,0.1,1.8080999989829432e-11,0,0.0,0,0.11,0.1,0.163,0.8,0.1,0.3421,0.05,1,1,1,2
598,0.1137,0,0.22000000000000003,7.648809522753259e-12,0,0.06,1,0.03,0.9,0.173,0.5,0.07,0.0316,0.17,1,0,0,0
599,0.1835,1,0.22999999999999998,7.335130718115263e-13,0,0.04,1,0.11,0.1,0.193,0.7,0.13,0.0448,0.14,1,0,0,0
600,0.117,0,0.29,2.2817812495721658e-12,1,0.02,0,0.4,0.4,0.169,0.6,0.05,0.2366,0.02,1,1,1,1
601,0.1595,1,0.08,1.3443657140552515e-11,1,0.0,1,0.44,0.7,0.085,0.4,0.2,0.3881,0.09,1,0,1,3
602,0.1719,1,0.2,1.2053333327306668e-11,0,0.0,0,0.12,0.3,0.122,0.8,0.07,0.0462,0.05,0,0,0,0
603,0.177,0,0.22999999999999998,2.2917866639929153e-10,1,0.0,0,0.07,0.8,0.128,0.7,0.06,0.148,0.17,1,0,0,1
604,0.1312,0,0.05,8.404345587215648e-12,1,0.0,1,0.28,0.8,0.163,0.2,0.0,0.1087,0.14,1,0,0,1
605,0.1878,0,0.15,6.393562496004023e-12,1,0.05,1,0.56,0.3,0.139,0.5,0.13,0.2711,0.03,1,1,1,2
606,0.1871,1,0.2,9.488205126684584e-13,0,0.07,1,0.2,0.1,0.081,0.7,0.14,0.2144,0.12,1,1,1,2
607,0.0922,0,0.15,1.2325684207823315e-11,1,0.01,1,0.35,0.9,0.188,0.7,0.15,0.1165,0.04,1,1,1,0
608,0.1975,1,0.15,2.619999998821e-12,0,0.06,1,0.16,0.9,0.128,0.8,0.11,0.2998,0.13,1,1,0,2
609,0.1212,0,0.26,2.4949166656568196e-11,0,0.01,1,0.46,0.3,0.102,0.4,0.08,0.2249,0.04,1,1,1,2
610,0.143,1,0.09,3.790544116950267e-12,0,0.03,0,0.56,0.1,0.179,0.3,0.05,0.0752,0.17,0,0,1,0
611,0.1958,1,0.19,2.4205999993645924e-12,1,0.0,0,0.04,0.2,0.19,0.2,0.03,0.1409,0.03,0,0,0,1
612,0.1836,1,0.21000000000000002,1.6165714278016326e-11,1,0.0,1,0.3,0.2,0.184,0.7,0.15,0.3072,0.05,1,1,0,3
613,0.0557,1,0.16,1.5492343746772426e-11,0,0.0,0,0.24,0.5,0.125,0.3,0.0,0.1305,0.03,1,0,1,0
614,0.0539,1,0.06,4.714985713005933e-12,1,0.09,0,0.21,0.1,0.145,0.7,0.14,0.3597,0.09,0,0,0,2
615,0.088,0,0.05,1.0136999997284733e-11,1,0.01,0,0.44,0.5,0.172,0.8,0.15,0.3132,0.06,0,1,1,2
616,0.1369,1,0.18,5.5837638871827385e-12,1,0.06,0,0.34,0.5,0.162,0.1,0.07,0.3856,0.18,0,1,1,3
617,0.1109,1,0.27,1.657144666390476e-11,1,0.01,0,0.39,0.4,0.098,0.1,0.09,0.1524,0.07,1,1,1,1
618,0.0843,0,0.18,8.95979999029355e-11,1,0.0,0,0.16,0.1,0.166,0.5,0.06,0.3673,0.2,1,0,1,3
619,0.0598,0,0.22999999999999998,2.4926249990652657e-11,1,0.07,0,0.21,0.7,0.196,0.2,0.1,0.3293,0.07,1,0,1,2
620,0.0972,1,0.27,6.673714284204755e-12,1,0.01,0,0.05,1.0,0.126,0.4,0.02,0.3035,0.19,1,0,1,2
621,0.1944,1,0.05,8.773949578689108e-12,0,0.05,1,0.36,0.1,0.197,0.6,0.18,0.0584,0.13,1,1,0,1
622,0.1225,0,0.06999999999999999,1.8099772724118976e-12,1,0.0,1,0.02,0.6,0.138,0.7,0.01,0.2675,0.15,1,1,0,2
623,0.0644,1,0.13,0.20950666664338816,1,0.07,1,0.3,0.5,0.114,0.1,0.16,0.2382,0.19,1,0,1,2
624,0.1919,0,0.15,1.4658461536562468e-12,0,0.05,1,0.48,0.8,0.15,0.4,0.06,0.1391,0.12,1,0,1,1
625,0.0501,0,0.22999999999999998,3.5183076917438607e-12,0,0.12,1,0.54,0.3,0.131,0.4,0.19,0.2346,0.02,1,0,1,1
626,0.162,1,0.22000000000000003,0.14324266664279287,1,0.0,1,0.3,0.2,0.185,0.3,0.03,0.0606,0.18,1,0,0,0
627,0.1227,1,0.11000000000000001,7.929690472414432e-11,1,0.0,0,0.34,0.2,0.13,0.3,0.03,0.1324,0.12,0,1,1,1
628,0.1359,1,0.05,3.1394218744113586e-12,1,0.01,1,0.58,0.5,0.107,0.6,0.03,0.1076,0.04,1,1,1,0
629,0.1914,0,0.06999999999999999,9.425541166490603e-11,0,0.01,0,0.35,0.6,0.118,0.8,0.02,0.0643,0.08,1,0,1,1
630,0.1645,1,0.18,1.4665949996700158e-11,0,0.01,0,0.21,0.7,0.123,0.7,0.02,0.0783,0.2,1,0,0,0
631,0.1063,1,0.11000000000000001,5.47152941110088e-12,0,0.0,1,0.26,0.8,0.101,0.5,0.02,0.3809,0.05,1,0,1,3
632,0.0946,0,0.21000000000000002,3.577499998594553e-12,0,0.0,1,0.19,0.2,0.154,0.8,0.0,0.2104,0.16,1,1,0,1
633,0.1231,0,0.12,4.988586664006087e-11,1,0.05,0,0.54,0.8,0.185,0.3,0.1,0.1762,0.06,1,1,0,1
634,0.1397,0,0.29,2.1701899976489605e-10,1,0.13,0,0.09,0.5,0.087,0.6,0.18,0.3137,0.11,1,1,1,3
635,0.0701,1,0.06999999999999999,6.991733329837467e-11,0,0.07,0,0.15,0.5,0.16,0.3,0.11,0.1756,0.17,1,1,1,1
636,0.057,1,0.05,1.822519285401854e-11,1,0.02,0,0.09,0.3,0.111,0.7,0.05,0.3663,0.14,0,0,0,3
637,0.1993,1,0.05,0.005464285713895407,0,0.1,1,0.27,0.3,0.147,0.8,0.11,0.2437,0.09,1,0,0,2
638,0.0955,0,0.05,1.7460444441049356e-11,1,0.04,0,0.43,0.9,0.143,0.5,0.08,0.1432,0.09,1,1,1,1
639,0.0924,0,0.05,7.678588234330531e-13,1,0.0,1,0.47,0.3,0.167,0.8,0.06,0.162,0.12,1,0,0,1
640,0.06,0,0.05,0.013279999999262222,0,0.0,0,0.14,0.8,0.112,0.5,0.02,0.1655,0.09,0,0,0,0
641,0.0518,0,0.08,0.17016779996596643,1,0.0,0,0.03,0.1,0.178,0.7,0.01,0.2832,0.08,1,0,1,2
642,0.1063,1,0.25,2.8731770826748968e-12,0,0.0,1,0.31,0.9,0.095,0.6,0.1,0.0961,0.05,1,1,0,0
643,0.092,1,0.05,0.25056966662490504,0,0.02,0,0.46,0.8,0.149,0.3,0.03,0.2608,0.02,0,0,1,2
644,0.1715,0,0.19,4.660999998168892e-12,0,0.04,1,0.03,0.1,0.171,0.5,0.06,0.0514,0.13,1,0,0,0
645,0.1841,1,0.13,5.692799993493942e-11,1,0.06,0,0.14,0.6,0.167,0.8,0.08,0.2304,0.18,0,0,1,2
646,0.0543,1,0.05,0.05103449999635467,1,0.04,1,0.6,0.7,0.132,0.5,0.07,0.0933,0.05,1,1,0,0
647,0.1762,1,0.27,1.1292857140921224e-12,1,0.13,1,0.25,0.9,0.189,0.1,0.14,0.1896,0.2,1,1,1,1
648,0.1112,1,0.05,8.234571424650203e-12,1,0.01,0,0.53,0.6,0.121,0.4,0.16,0.3655,0.2,1,1,0,3
649,0.0709,1,0.2,2.2831666662227178e-11,1,0.0,0,0.35,0.1,0.136,0.1,0.0,0.1973,0.16,0,1,1,1
650,0.1315,1,0.26,1.884722221279861e-12,0,0.07,0,0.64,0.8,0.128,0.7,0.16,0.3278,0.13,0,0,0,2
651,0.1762,1,0.25,6.268716663793504e-11,0,0.1,1,0.15,0.3,0.107,0.8,0.11,0.2183,0.11,1,1,0,2
652,0.1462,1,0.16999999999999998,1.7933066661884513e-12,1,0.01,0,0.25,0.2,0.182,0.7,0.18,0.0824,0.13,1,0,1,0
653,0.0571,0,0.16,3.4909846144178812e-12,1,0.08,0,0.35,0.2,0.186,0.7,0.2,0.2598,0.08,1,1,0,1
654,0.0666,1,0.05,5.812888887855485e-13,1,0.07,1,0.54,0.4,0.081,0.3,0.13,0.1254,0.09,1,1,1,0
655,0.1994,0,0.15,0.09163499998690929,1,0.02,1,0.07,0.5,0.146,0.8,0.07,0.3622,0.2,1,0,1,3
656,0.1583,1,0.21000000000000002,7.03729411669177e-12,1,0.11,0,0.14,0.7,0.148,0.7,0.16,0.1704,0.02,1,0,1,2
657,0.1778,0,0.13999999999999999,2.328615384281019e-13,1,0.03,1,0.45,1.0,0.132,0.4,0.17,0.1624,0.09,1,1,0,1
658,0.1926,1,0.11000000000000001,1.8186274507218615e-12,0,0.13,1,0.5,0.2,0.179,0.6,0.17,0.3809,0.17,1,1,0,3
659,0.0966,1,0.06,2.536283997210087e-10,0,0.09,1,0.5,0.2,0.117,0.4,0.1,0.2574,0.05,1,0,1,2
660,0.0568,0,0.2,2.0146601303765935e-12,0,0.01,0,0.36,0.3,0.179,0.3,0.04,0.095,0.09,1,0,0,0
661,0.1897,0,0.3,2.487044117086255e-11,0,0.01,1,0.21,0.5,0.192,0.8,0.02,0.0273,0.03,1,1,1,0
662,0.1695,0,0.05,1.6342874997721425e-11,1,0.06,1,0.46,0.7,0.2,0.3,0.09,0.0446,0.15,1,1,1,1
663,0.1623,1,0.12,2.3938133328944677e-11,0,0.06,1,0.61,0.9,0.12,0.7,0.12,0.151,0.17,1,1,0,2
664,0.0914,1,0.05,4.7132037027872475e-12,0,0.0,1,0.26,0.7,0.147,0.4,0.0,0.1122,0.02,1,1,1,0
665,0.1721,1,0.05,2.4021263144619825e-11,1,0.04,1,0.33,0.5,0.128,0.4,0.05,0.0707,0.05,1,1,1,0
666,0.089,1,0.22000000000000003,9.579057138295687e-11,1,0.04,0,0.44,0.5,0.198,0.8,0.13,0.0751,0.03,0,0,0,0
667,0.06,0,0.05,8.737678569452192e-12,0,0.01,0,0.48,0.8,0.191,0.3,0.07,0.3393,0.08,1,0,0,2
668,0.1677,0,0.18,4.447411110073382e-12,1,0.04,0,0.11,0.7,0.124,0.6,0.08,0.3771,0.12,1,0,0,3
669,0.0723,0,0.05,3.573688887459413e-11,0,0.0,1,0.03,0.2,0.168,0.4,0.03,0.1851,0.16,1,0,0,1
670,0.0638,0,0.16999999999999998,1.1567807135420697e-10,1,0.11,0,0.27,0.5,0.102,0.4,0.17,0.2735,0.09,1,1,0,2
671,0.0852,0,0.1,4.993926469045993e-12,1,0.04,1,0.62,0.7,0.104,0.7,0.13,0.2253,0.07,1,1,0,1
672,0.1979,1,0.16,1.74075640983238e-11,1,0.0,0,0.32,0.2,0.165,0.7,0.01,0.0452,0.14,0,1,0,0
673,0.071,1,0.05,3.1488257570270984e-12,0,0.06,0,0.32,0.8,0.151,0.5,0.09,0.1419,0.18,0,1,0,0
674,0.1034,0,0.26,1.5688399983265703e-11,1,0.02,1,0.45,0.3,0.19,0.3,0.04,0.0969,0.07,1,0,0,0
675,0.06,0,0.25,1.2659684197200333e-11,1,0.08,1,0.22,0.1,0.145,0.1,0.11,0.3441,0.05,1,0,0,2
676,0.1027,0,0.05,1.454120588028581e-11,0,0.02,1,0.64,0.9,0.103,0.2,0.07,0.3786,0.12,1,0,0,3
677,0.126,0,0.06,9.341538451478344e-12,0,0.05,1,0.13,1.0,0.106,0.6,0.06,0.271,0.08,1,1,0,2
678,0.1793,0,0.18,6.87476785622213e-12,1,0.1,0,0.12,0.5,0.169,0.6,0.17,0.3533,0.15,1,1,1,3
679,0.0675,0,0.22999999999999998,0.020763428568462368,0,0.1,0,0.6,0.9,0.144,0.5,0.15,0.1735,0.13,1,0,1,0
680,0.0658,1,0.27,1.3136363634231109e-11,0,0.0,1,0.12,0.9,0.103,0.7,0.03,0.3587,0.2,1,0,0,3
681,0.1694,1,0.06,2.434976469958006e-12,0,0.0,1,0.34,0.3,0.102,0.7,0.07,0.2298,0.02,1,1,0,2
682,0.0804,1,0.08,1.0544763633296068e-11,1,0.12,1,0.41,0.9,0.089,0.1,0.13,0.2027,0.11,1,0,0,1
683,0.1713,0,0.25,5.461892306725973e-12,1,0.01,0,0.27,0.9,0.127,0.7,0.03,0.2406,0.2,1,0,1,2
684,0.0706,0,0.05,9.095249997563773e-12,0,0.13,1,0.31,0.1,0.108,0.3,0.19,0.2419,0.04,1,0,1,1
685,0.1362,0,0.05,1.981583332719986e-11,0,0.03,0,0.25,0.8,0.131,0.7,0.09,0.0995,0.18,0,1,1,0
686,0.1527,0,0.27,3.913439997912832e-11,0,0.1,1,0.6,0.1,0.154,0.5,0.14,0.2078,0.11,1,1,1,2
687,0.0768,0,0.05,3.3224578912395185e-11,1,0.0,0,0.19,0.9,0.159,0.2,0.01,0.1145,0.07,0,0,1,0
688,0.1314,0,0.29,1.6300249994294912e-12,1,0.08,1,0.41,0.1,0.155,0.4,0.12,0.0626,0.04,1,1,1,0
689,0.0705,1,0.05,9.276581816720054e-12,0,0.05,1,0.57,0.9,0.155,0.6,0.09,0.1509,0.18,1,1,1,1
690,0.1403,0,0.27,4.929153845226997e-12,0,0.02,1,0.26,0.1,0.164,0.5,0.03,0.3371,0.09,1,0,1,3
691,0.1486,0,0.26,1.9216999979304768e-10,0,0.07,0,0.52,0.1,0.085,0.4,0.15,0.0297,0.15,0,1,0,0
692,0.0781,0,0.11000000000000001,4.8932307682427125e-12,0,0.02,0,0.38,0.4,0.198,0.5,0.07,0.3508,0.05,0,0,1,3
