,battery_power,blue,clock_speed,screen_size,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,talk_time,three_g,touch_screen,wifi,price_range
481,0.1697,1,0.06999999999999999,0.135,0,0.01,1,0.34,0.1,0.095,0.1,0.03,0.0236,0.1264,0.3701,0.08,1,1,0,3
482,0.133,1,0.13,0.084,1,0.14,0,0.03,0.3,0.083,0.5,0.17,0.098,0.1262,0.0463,0.11,0,0,1,0
483,0.1476,0,0.05,0.15,0,0.0,1,0.43,0.7,0.148,0.2,0.02,0.1789,0.1972,0.3644,0.06,1,0,1,3
484,0.1579,1,0.15,0.064,0,0.0,0,0.27,0.2,0.142,0.6,0.18,0.0831,0.1484,0.1713,0.1,1,1,1,1
485,0.1277,0,0.3,0.036,0,0.0,1,0.41,0.3,0.2,0.4,0.03,0.0902,0.109,0.0429,0.14,1,1,1,0
486,0.1089,1,0.09,0.156,1,0.12,1,0.02,0.7,0.145,0.5,0.15,0.0636,0.1259,0.2765,0.1,1,0,1,2
487,0.1663,1,0.25,0.007,1,0.13,1,0.27,0.3,0.169,0.4,0.14,0.0831,0.1439,0.2084,0.18,1,0,0,2
488,0.1949,0,0.18,0.17,0,0.0,0,0.2,0.8,0.186,0.5,0.04,0.0518,0.0592,0.1125,0.09,0,0,0,1
489,0.1138,0,0.11000000000000001,0.0,0,0.05,1,0.48,0.6,0.109,0.3,0.14,0.0233,0.1777,0.2048,0.18,1,1,1,2
490,0.0685,0,0.27,0.0,0,0.07,0,0.17,0.3,0.174,0.6,0.2,0.0725,0.087,0.1223,0.18,1,0,1,0
491,0.1889,0,0.27999999999999997,0.005,0,0.05,1,0.31,1.0,0.132,0.1,0.1,0.017,0.1106,0.3672,0.03,1,1,1,3
492,0.0857,1,0.2,0.085,1,0.03,0,0.17,0.2,0.195,0.7,0.09,0.0157,0.0948,0.31,0.13,1,1,0,2
493,0.1902,0,0.27999999999999997,0.088,1,0.06,0,0.5,0.8,0.124,0.8,0.09,0.1142,0.1393,0.0343,0.18,0,1,0,0
494,0.1225,1,0.24,0.128,0,0.0,0,0.15,0.1,0.155,0.5,0.0,0.084,0.0982,0.197,0.15,1,1,0,1
495,0.1066,0,0.16,0.0,0,0.05,0,0.39,0.6,0.131,0.5,0.17,0.0401,0.1586,0.2728,0.17,1,1,1,2
496,0.1554,1,0.05,0.028,1,0.11,0,0.05,1.0,0.124,0.3,0.12,0.0395,0.1579,0.3635,0.18,0,0,0,3
497,0.1337,0,0.05,0.028,0,0.13,0,0.31,0.8,0.186,0.2,0.2,0.0048,0.0644,0.218,0.16,1,0,1,1
498,0.1926,1,0.16999999999999998,0.006,1,0.01,1,0.33,0.4,0.172,0.3,0.02,0.0982,0.1157,0.2488,0.14,1,0,0,2
499,0.0869,0,0.13,0.039,1,0.03,0,0.34,0.1,0.104,0.2,0.04,0.0478,0.0539,0.3864,0.11,1,0,0,3
500,0.1278,1,0.05,0.007,1,0.01,0,0.54,0.1,0.104,0.8,0.16,0.0581,0.075,0.1155,0.2,0,0,1,0
501,0.1773,1,0.25,0.102,0,0.16,1,0.32,0.6,0.17,0.6,0.18,0.1215,0.1472,0.3566,0.13,1,0,1,3
502,0.1661,1,0.08,0.072,1,0.01,1,0.06,1.0,0.109,0.7,0.02,0.0594,0.1337,0.0864,0.02,1,0,1,1
503,0.1438,0,0.22000000000000003,0.247,0,0.0,1,0.32,0.6,0.176,0.7,0.06,0.0683,0.1663,0.0869,0.09,1,1,1,0
504,0.1661,1,0.13999999999999999,0.018,0,0.0,0,0.29,0.3,0.119,0.2,0.0,0.0536,0.0861,0.0591,0.09,1,1,1,0
505,0.1846,1,0.06,0.09,0,0.01,0,0.19,0.7,0.159,0.1,0.02,0.0083,0.0773,0.1333,0.11,0,1,1,1
506,0.126,1,0.2,0.132,1,0.02,1,0.23,0.2,0.123,0.7,0.1,0.0905,0.1313,0.2208,0.1,1,0,1,2
507,0.0512,1,0.05,0.252,1,0.07,0,0.15,0.9,0.083,0.3,0.15,0.0249,0.1849,0.261,0.15,0,1,1,2
508,0.0581,0,0.22000000000000003,0.323,0,0.0,0,0.59,0.7,0.185,0.5,0.06,0.0803,0.1613,0.2819,0.09,0,0,1,2
509,0.1872,1,0.22999999999999998,0.036,0,0.06,0,0.44,0.7,0.134,0.3,0.15,0.0459,0.1259,0.1955,0.15,1,0,1,2
510,0.0687,1,0.13,0.084,0,0.09,1,0.5,0.6,0.151,0.4,0.2,0.0584,0.1151,0.3416,0.08,1,1,0,3
511,0.1062,1,0.25,0.021,1,0.06,0,0.1,0.9,0.16,0.1,0.13,0.1596,0.1807,0.3803,0.16,0,0,1,3
512,0.1678,1,0.22999999999999998,0.015,1,0.11,0,0.07,0.5,0.192,0.1,0.14,0.0418,0.1763,0.0574,0.19,1,0,0,0
513,0.1417,1,0.05,0.117,0,0.1,1,0.45,0.9,0.166,0.4,0.19,0.0364,0.1029,0.2129,0.12,1,0,1,1
514,0.1074,0,0.24,0.013,1,0.02,1,0.09,0.9,0.103,0.6,0.14,0.0946,0.0952,0.1948,0.18,1,1,1,1
515,0.1832,0,0.06999999999999999,0.126,0,0.02,0,0.02,0.6,0.09,0.7,0.06,0.0186,0.0654,0.2978,0.18,0,0,0,2
516,0.1039,0,0.13,0.007,0,0.0,1,0.12,0.8,0.2,0.8,0.0,0.1428,0.1827,0.1619,0.1,1,1,1,1
517,0.1059,0,0.24,0.195,0,0.08,0,0.61,0.1,0.134,0.3,0.18,0.1613,0.1916,0.3716,0.11,1,1,0,3
518,0.1606,0,0.13999999999999999,0.104,0,0.03,0,0.57,0.1,0.154,0.4,0.04,0.1127,0.1924,0.3454,0.2,0,0,1,3
519,0.1928,1,0.18,0.014,0,0.09,1,0.19,1.0,0.187,0.3,0.2,0.0691,0.158,0.3777,0.13,1,1,1,3
520,0.1875,1,0.05,0.014,1,0.11,1,0.55,0.7,0.091,0.1,0.17,0.1802,0.1942,0.2712,0.06,1,0,1,3
521,0.1128,1,0.11000000000000001,0.0,0,0.09,1,0.46,0.9,0.135,0.8,0.1,0.0751,0.1582,0.1434,0.11,1,0,0,1
522,0.1748,0,0.16999999999999998,0.192,1,0.06,1,0.14,0.5,0.146,0.3,0.07,0.0859,0.1234,0.3968,0.03,1,0,1,3
523,0.1413,0,0.05,0.08,1,0.05,0,0.51,0.3,0.117,0.5,0.11,0.0187,0.0517,0.3383,0.02,0,0,0,3
524,0.0825,0,0.05,0.048,1,0.0,1,0.23,0.1,0.086,0.2,0.0,0.0206,0.1917,0.3278,0.02,1,0,1,3
525,0.1589,1,0.13999999999999999,0.128,0,0.03,1,0.26,0.1,0.1,0.8,0.16,0.1673,0.1759,0.397,0.18,1,0,1,3
526,0.0535,1,0.05,0.112,1,0.08,1,0.54,0.5,0.145,0.8,0.15,0.071,0.0939,0.2674,0.1,1,0,0,2
527,0.178,1,0.05,0.323,0,0.06,0,0.27,0.1,0.19,0.4,0.11,0.1331,0.1463,0.2776,0.14,1,1,1,3
528,0.1671,0,0.06,0.04,1,0.07,1,0.61,0.1,0.129,0.2,0.11,0.0263,0.0848,0.2336,0.07,1,0,0,2
529,0.1821,0,0.09,0.028,0,0.09,1,0.12,0.3,0.114,0.1,0.18,0.0097,0.1803,0.243,0.06,1,1,1,2
530,0.1076,1,0.26,0.054,0,0.03,1,0.38,0.7,0.119,0.6,0.08,0.0129,0.0915,0.0891,0.09,1,1,0,0
531,0.0532,1,0.08,0.065,1,0.03,0,0.08,0.1,0.193,0.5,0.1,0.1213,0.1354,0.0728,0.08,1,1,0,0
532,0.0777,1,0.26,0.14,0,0.03,0,0.3,0.9,0.148,0.5,0.17,0.0189,0.1143,0.3886,0.07,1,0,0,3
533,0.1217,1,0.05,0.021,0,0.03,0,0.17,0.5,0.182,0.4,0.13,0.0628,0.0632,0.1711,0.09,1,0,1,1
534,0.1656,1,0.16,0.042,1,0.0,0,0.16,1.0,0.117,0.7,0.02,0.032,0.0899,0.2856,0.2,1,1,1,2
535,0.1185,0,0.19,0.032,0,0.0,0,0.31,0.4,0.152,0.8,0.07,0.0837,0.1642,0.2447,0.03,1,1,1,2
536,0.0577,0,0.24,0.077,0,0.08,1,0.37,0.9,0.161,0.6,0.2,0.1087,0.145,0.0814,0.19,1,1,1,0
537,0.0737,1,0.24,0.0,1,0.07,0,0.49,0.6,0.193,0.4,0.16,0.0781,0.1463,0.2951,0.1,0,1,0,2
538,0.0704,0,0.22000000000000003,0.007,1,0.04,0,0.53,0.2,0.186,0.6,0.06,0.0251,0.1013,0.3653,0.15,1,1,1,2
539,0.0525,1,0.05,0.054,1,0.05,0,0.51,0.5,0.137,0.8,0.11,0.0262,0.1587,0.1891,0.12,0,1,0,1
540,0.0504,1,0.05,0.255,1,0.05,0,0.16,0.1,0.166,0.1,0.09,0.0767,0.1665,0.0701,0.15,1,0,1,0
541,0.0793,0,0.12,0.006,1,0.01,1,0.38,0.6,0.176,0.4,0.07,0.1226,0.1815,0.3139,0.12,1,1,1,3
542,0.0569,0,0.06,0.042,1,0.02,0,0.39,0.1,0.184,0.8,0.09,0.0389,0.0739,0.2811,0.07,1,0,1,1
543,0.159,0,0.19,0.044,1,0.03,1,0.21,1.0,0.16,0.5,0.18,0.092,0.0963,0.1701,0.04,1,0,1,1
544,0.0707,0,0.05,0.238,0,0.0,1,0.16,0.1,0.194,0.2,0.0,0.1027,0.1508,0.1853,0.12,1,1,1,1
545,0.0767,0,0.19,0.006,0,0.16,1,0.19,0.2,0.185,0.6,0.17,0.0271,0.1,0.2445,0.06,1,1,1,1
546,0.135,1,0.05,0.015,1,0.0,1,0.5,0.8,0.181,0.8,0.04,0.0369,0.0544,0.2287,0.08,1,1,0,1
547,0.1117,1,0.06,0.056,1,0.0,0,0.31,0.2,0.146,0.2,0.07,0.1258,0.1627,0.2003,0.14,0,1,1,2
548,0.0641,1,0.11000000000000001,0.035,0,0.0,1,0.07,0.9,0.192,0.1,0.03,0.0417,0.0759,0.3595,0.19,1,1,1,2
549,0.1002,0,0.08,0.08,1,0.0,1,0.35,0.5,0.083,0.2,0.04,0.1345,0.1416,0.1726,0.19,1,0,1,1
550,0.1408,1,0.21000000000000002,0.048,1,0.1,0,0.45,0.9,0.089,0.5,0.14,0.0613,0.1088,0.3952,0.03,0,0,1,3
551,0.19,1,0.2,0.005,1,0.01,0,0.41,0.5,0.19,0.8,0.06,0.0912,0.1596,0.085,0.04,1,1,1,1
552,0.0726,0,0.29,0.034,0,0.0,0,0.43,0.1,0.101,0.8,0.0,0.0666,0.076,0.1446,0.08,1,1,0,0
553,0.1544,0,0.22999999999999998,0.056,0,0.12,1,0.45,0.1,0.113,0.8,0.2,0.0236,0.0857,0.13,0.18,1,1,0,1
554,0.1454,1,0.16,0.14,0,0.06,1,0.21,0.2,0.16,0.4,0.1,0.0186,0.11,0.0719,0.1,1,1,1,0
555,0.123,1,0.22000000000000003,0.055,1,0.06,0,0.26,0.8,0.123,0.5,0.07,0.0416,0.0676,0.0988,0.09,0,1,1,0
556,0.1552,0,0.12,0.078,0,0.1,1,0.53,0.3,0.18,0.8,0.18,0.043,0.0658,0.2606,0.12,1,0,0,2
557,0.1519,0,0.21000000000000002,0.11,0,0.0,0,0.32,0.7,0.2,0.1,0.1,0.0168,0.1239,0.2912,0.15,1,1,0,2
558,0.0723,1,0.19,0.171,0,0.04,0,0.3,0.3,0.102,0.1,0.07,0.1467,0.1901,0.2339,0.17,0,1,1,2
559,0.1191,0,0.24,0.084,1,0.02,0,0.13,0.9,0.169,0.1,0.07,0.0179,0.1813,0.1028,0.08,1,1,1,0
560,0.1168,0,0.13,0.036,0,0.09,0,0.61,0.1,0.09,0.8,0.1,0.0159,0.1578,0.3173,0.17,0,0,1,3
561,0.1229,0,0.05,0.102,1,0.15,0,0.14,0.8,0.191,0.2,0.16,0.012,0.1878,0.1667,0.17,0,0,1,1
562,0.1758,1,0.05,0.012,0,0.11,1,0.13,0.6,0.19,0.8,0.14,0.0762,0.1864,0.1897,0.15,1,0,0,2
563,0.129,0,0.05,0.072,0,0.0,0,0.03,0.1,0.143,0.6,0.04,0.06,0.1109,0.1214,0.15,0,1,1,1
564,0.0574,0,0.27999999999999997,0.056,1,0.16,0,0.38,0.1,0.09,0.6,0.17,0.0286,0.1171,0.3269,0.1,0,1,0,2
565,0.1271,1,0.05,0.21,0,0.12,0,0.32,0.1,0.113,0.7,0.15,0.135,0.1949,0.0445,0.14,0,0,1,0
566,0.117,1,0.12,0.024,0,0.04,0,0.3,0.4,0.083,0.8,0.15,0.0027,0.1722,0.1073,0.08,1,1,0,0
567,0.1269,1,0.13,0.09,0,0.14,0,0.52,0.8,0.118,0.2,0.15,0.1597,0.192,0.0665,0.05,0,0,0,1
568,0.1288,0,0.27999999999999997,0.102,1,0.15,0,0.5,0.1,0.121,0.2,0.2,0.1177,0.1809,0.3129,0.02,0,0,0,3
569,0.1366,1,0.06999999999999999,0.143,1,0.0,1,0.34,0.1,0.15,0.2,0.09,0.0402,0.0964,0.3501,0.03,1,0,0,3
570,0.1572,1,0.08,0.018,1,0.07,1,0.08,0.8,0.169,0.5,0.08,0.0577,0.1237,0.3461,0.1,1,1,1,3
571,0.1627,0,0.09,0.072,1,0.09,1,0.32,0.1,0.18,0.6,0.16,0.0052,0.1082,0.3206,0.16,1,1,0,3
572,0.1701,1,0.05,0.0,0,0.13,1,0.46,0.9,0.115,0.2,0.15,0.0364,0.0828,0.3717,0.1,1,1,0,3
573,0.19,1,0.05,0.075,1,0.0,1,0.55,0.9,0.171,0.1,0.01,0.0934,0.1241,0.3917,0.18,1,0,1,3
574,0.1974,0,0.1,0.028,0,0.04,0,0.24,0.3,0.08,0.7,0.13,0.025,0.0545,0.0861,0.06,1,0,1,0
575,0.1197,1,0.05,0.133,1,0.09,0,0.2,0.1,0.129,0.5,0.1,0.0214,0.171,0.2885,0.14,1,1,1,2
576,0.0587,1,0.22999999999999998,0.018,1,0.04,0,0.06,0.7,0.17,0.1,0.16,0.0612,0.1793,0.2777,0.14,1,1,0,2
577,0.0934,0,0.11000000000000001,0.084,0,0.07,0,0.24,0.8,0.112,0.5,0.12,0.1111,0.1463,0.1017,0.09,0,0,1,0
578,0.1195,0,0.2,0.117,1,0.01,1,0.23,0.1,0.082,0.4,0.09,0.0163,0.11,0.098,0.17,1,0,0,0
579,0.1853,1,0.1,0.056,0,0.02,0,0.23,0.4,0.092,0.1,0.15,0.0202,0.1951,0.2775,0.17,1,0,0,3
580,0.1164,0,0.1,0.045,0,0.04,1,0.19,0.9,0.095,0.8,0.18,0.0729,0.1704,0.3309,0.03,1,0,1,3
581,0.1512,1,0.05,0.12,0,0.08,1,0.18,0.1,0.088,0.3,0.17,0.1079,0.1897,0.3607,0.06,1,1,1,3
582,0.1232,0,0.29,0.16,1,0.01,1,0.24,0.3,0.169,0.5,0.17,0.0361,0.0809,0.1257,0.16,1,0,0,0
583,0.1813,1,0.06,0.027,1,0.0,1,0.05,0.2,0.198,0.3,0.08,0.0338,0.1306,0.0759,0.14,1,1,0,0
584,0.0946,1,0.26,0.105,1,0.17,0,0.05,0.1,0.166,0.3,0.2,0.1698,0.1771,0.372,0.04,0,1,0,3
585,0.0739,1,0.22999999999999998,0.042,1,0.02,1,0.58,0.1,0.088,0.3,0.04,0.1052,0.1536,0.0475,0.06,1,0,1,0
586,0.0704,1,0.27,0.027,0,0.08,1,0.29,0.2,0.08,0.1,0.1,0.1108,0.1509,0.1122,0.1,1,1,1,0
587,0.1663,1,0.05,0.04,0,0.0,0,0.4,0.6,0.147,0.4,0.15,0.0951,0.1545,0.1336,0.15,1,0,0,1
588,0.1966,1,0.13999999999999999,0.022,1,0.02,0,0.4,0.9,0.185,0.8,0.18,0.1197,0.1987,0.1185,0.2,0,1,0,2
589,0.1219,0,0.1,0.033,1,0.0,0,0.17,0.7,0.196,0.5,0.04,0.0473,0.1022,0.0705,0.06,0,1,1,0
590,0.0612,1,0.06999999999999999,0.126,0,0.06,0,0.35,0.6,0.181,0.5,0.12,0.1294,0.1337,0.3169,0.06,0,0,0,2
591,0.1658,1,0.13999999999999999,0.01,0,0.0,1,0.39,0.7,0.182,0.1,0.05,0.041,0.0522,0.3483,0.15,1,0,1,3
592,0.1263,0,0.05,0.042,0,0.12,0,0.64,0.3,0.175,0.5,0.18,0.0178,0.1883,0.1183,0.17,0,0,1,1
593,0.1395,1,0.27999999999999997,0.022,0,0.0,1,0.55,0.6,0.118,0.3,0.01,0.0782,0.1787,0.3373,0.16,1,1,0,3
594,0.0621,1,0.27,0.006,1,0.0,0,0.54,0.1,0.151,0.4,0.2,0.0434,0.091,0.2801,0.05,1,1,1,2
595,0.0652,0,0.05,0.216,1,0.01,0,0.58,0.6,0.142,0.3,0.02,0.0464,0.0781,0.0565,0.09,0,0,1,0
596,0.1175,0,0.06,0.036,0,0.1,0,0.25,0.1,0.145,0.2,0.12,0.0137,0.1501,0.3153,0.12,1,0,0,2
597,0.0561,1,0.1,0.032,0,0.0,0,0.11,0.1,0.163,0.8,0.1,0.0492,0.1176,0.3421,0.05,1,1,1,2
598,0.1137,0,0.22000000000000003,0.21,0,0.06,1,0.03,0.9,0.173,0.5,0.07,0.125,0.1285,0.0316,0.17,1,0,0,0
599,0.1835,1,0.22999999999999998,0.306,0,0.04,1,0.11,0.1,0.193,0.7,0.13,0.0385,0.0583,0.0448,0.14,1,0,0,0
600,0.117,0,0.29,0.128,1,0.02,0,0.4,0.4,0.169,0.6,0.05,0.0427,0.0684,0.2366,0.02,1,1,1,1
601,0.1595,1,0.08,0.14,1,0.0,1,0.44,0.7,0.085,0.4,0.2,0.1024,0.1838,0.3881,0.09,1,0,1,3
602,0.1719,1,0.2,0.018,0,0.0,0,0.12,0.3,0.122,0.8,0.07,0.024,0.0904,0.0462,0.05,0,0,0,0
603,0.177,0,0.22999999999999998,0.006,1,0.0,0,0.07,0.8,0.128,0.7,0.06,0.0886,0.1552,0.148,0.17,1,0,0,1
604,0.1312,0,0.05,0.272,1,0.0,1,0.28,0.8,0.163,0.2,0.0,0.1233,0.1854,0.1087,0.14,1,0,0,1
605,0.1878,0,0.15,0.016,1,0.05,1,0.56,0.3,0.139,0.5,0.13,0.0183,0.0559,0.2711,0.03,1,1,1,2
606,0.1871,1,0.2,0.156,0,0.07,1,0.2,0.1,0.081,0.7,0.14,0.0088,0.1682,0.2144,0.12,1,1,1,2
607,0.0922,0,0.15,0.114,1,0.01,1,0.35,0.9,0.188,0.7,0.15,0.1016,0.1383,0.1165,0.04,1,1,1,0
608,0.1975,1,0.15,0.02,0,0.06,1,0.16,0.9,0.128,0.8,0.11,0.008,0.0655,0.2998,0.13,1,1,0,2
609,0.1212,0,0.26,0.042,0,0.01,1,0.46,0.3,0.102,0.4,0.08,0.0611,0.1715,0.2249,0.04,1,1,1,2
610,0.143,1,0.09,0.136,0,0.03,0,0.56,0.1,0.179,0.3,0.05,0.0569,0.0906,0.0752,0.17,0,0,1,0
611,0.1958,1,0.19,0.08,1,0.0,0,0.04,0.2,0.19,0.2,0.03,0.0304,0.0637,0.1409,0.03,0,0,0,1
612,0.1836,1,0.21000000000000002,0.021,1,0.0,1,0.3,0.2,0.184,0.7,0.15,0.0276,0.123,0.3072,0.05,1,1,0,3
613,0.0557,1,0.16,0.096,0,0.0,0,0.24,0.5,0.125,0.3,0.0,0.1131,0.1315,0.1305,0.03,1,0,1,0
614,0.0539,1,0.06,0.07,1,0.09,0,0.21,0.1,0.145,0.7,0.14,0.0551,0.0599,0.3597,0.09,0,0,0,2
615,0.088,0,0.05,0.056,1,0.01,0,0.44,0.5,0.172,0.8,0.15,0.0436,0.1302,0.3132,0.06,0,1,1,2
616,0.1369,1,0.18,0.072,1,0.06,0,0.34,0.5,0.162,0.1,0.07,0.0553,0.0727,0.3856,0.18,0,1,1,3
617,0.1109,1,0.27,0.15,1,0.01,0,0.39,0.4,0.098,0.1,0.09,0.1391,0.1787,0.1524,0.07,1,1,1,1
618,0.0843,0,0.18,0.012,1,0.0,0,0.16,0.1,0.166,0.5,0.06,0.0981,0.1096,0.3673,0.2,1,0,1,3
619,0.0598,0,0.22999999999999998,0.032,1,0.07,0,0.21,0.7,0.196,0.2,0.1,0.068,0.1173,0.3293,0.07,1,0,1,2
620,0.0972,1,0.27,0.084,1,0.01,0,0.05,1.0,0.126,0.4,0.02,0.0687,0.0816,0.3035,0.19,1,0,1,2
621,0.1944,1,0.05,0.238,0,0.05,1,0.36,0.1,0.197,0.6,0.18,0.106,0.197,0.0584,0.13,1,1,0,1
622,0.1225,0,0.06999999999999999,0.132,1,0.0,1,0.02,0.6,0.138,0.7,0.01,0.0217,0.1101,0.2675,0.15,1,1,0,2
623,0.0644,1,0.13,0.0,1,0.07,1,0.3,0.5,0.114,0.1,0.16,0.114,0.1654,0.2382,0.19,1,0,1,2
624,0.1919,0,0.15,0.247,0,0.05,1,0.48,0.8,0.15,0.4,0.06,0.0304,0.1191,0.1391,0.12,1,0,1,1
625,0.0501,0,0.22999999999999998,0.156,0,0.12,1,0.54,0.3,0.131,0.4,0.19,0.0504,0.1089,0.2346,0.02,1,0,1,1
626,0.162,1,0.22000000000000003,0.0,1,0.0,1,0.3,0.2,0.185,0.3,0.03,0.0832,0.1033,0.0606,0.18,1,0,0,0
627,0.1227,1,0.11000000000000001,0.021,1,0.0,0,0.34,0.2,0.13,0.3,0.03,0.0935,0.1781,0.1324,0.12,0,1,1,1
628,0.1359,1,0.05,0.128,1,0.01,1,0.58,0.5,0.107,0.6,0.03,0.0446,0.0901,0.1076,0.04,1,1,1,0
629,0.1914,0,0.06999999999999999,0.017,0,0.01,0,0.35,0.6,0.118,0.8,0.02,0.0942,0.1701,0.0643,0.08,1,0,1,1
630,0.1645,1,0.18,0.08,0,0.01,0,0.21,0.7,0.123,0.7,0.02,0.0897,0.1308,0.0783,0.2,1,0,0,0
631,0.1063,1,0.11000000000000001,0.272,0,0.0,1,0.26,0.8,0.101,0.5,0.02,0.1208,0.1232,0.3809,0.05,1,0,1,3
632,0.0946,0,0.21000000000000002,0.028,0,0.0,1,0.19,0.2,0.154,0.8,0.0,0.0159,0.063,0.2104,0.16,1,1,0,1
633,0.1231,0,0.12,0.015,1,0.05,0,0.54,0.8,0.185,0.3,0.1,0.0632,0.1184,0.1762,0.06,1,1,0,1
634,0.1397,0,0.29,0.012,1,0.13,0,0.09,0.5,0.087,0.6,0.18,0.1308,0.1991,0.3137,0.11,1,1,1,3
635,0.0701,1,0.06999999999999999,0.018,0,0.07,0,0.15,0.5,0.16,0.3,0.11,0.1002,0.1256,0.1756,0.17,1,1,1,1
636,0.057,1,0.05,0.14,1,0.02,0,0.09,0.3,0.111,0.7,0.05,0.1331,0.1917,0.3663,0.14,0,0,0,3
637,0.1993,1,0.05,0.0,0,0.1,1,0.27,0.3,0.147,0.8,0.11,0.015,0.051,0.2437,0.09,1,0,0,2
638,0.0955,0,0.05,0.108,1,0.04,0,0.43,0.9,0.143,0.5,0.08,0.1248,0.1511,0.1432,0.09,1,1,1,1
639,0.0924,0,0.05,0.255,1,0.0,1,0.47,0.3,0.167,0.8,0.06,0.0108,0.1813,0.162,0.12,1,0,0,1
640,0.06,0,0.05,0.0,0,0.0,0,0.14,0.8,0.112,0.5,0.02,0.032,0.0747,0.1655,0.09,0,0,0,0
641,0.0518,0,0.08,0.0,1,0.0,0,0.03,0.1,0.178,0.7,0.01,0.0437,0.1947,0.2832,0.08,1,0,1,2
642,0.1063,1,0.25,0.096,0,0.0,1,0.31,0.9,0.095,0.6,0.1,0.0295,0.0935,0.0961,0.05,1,1,0,0
643,0.092,1,0.05,0.0,0,0.02,0,0.46,0.8,0.149,0.3,0.03,0.1058,0.1421,0.2608,0.02,0,0,1,2
644,0.1715,0,0.19,0.028,0,0.04,1,0.03,0.1,0.171,0.5,0.06,0.0079,0.1652,0.0514,0.13,1,0,0,0
645,0.1841,1,0.13,0.007,1,0.06,0,0.14,0.6,0.167,0.8,0.08,0.0593,0.0672,0.2304,0.18,0,0,1,2
646,0.0543,1,0.05,0.0,1,0.04,1,0.6,0.7,0.132,0.5,0.07,0.0693,0.1031,0.0933,0.05,1,1,0,0
647,0.1762,1,0.27,0.14,1,0.13,1,0.25,0.9,0.189,0.1,0.14,0.03,0.0527,0.1896,0.2,1,1,1,1
648,0.1112,1,0.05,0.021,1,0.01,0,0.53,0.6,0.121,0.4,0.16,0.0234,0.0739,0.3655,0.2,1,1,0,3
649,0.0709,1,0.2,0.108,1,0.0,0,0.35,0.1,0.136,0.1,0.0,0.1545,0.1596,0.1973,0.16,0,1,1,1
650,0.1315,1,0.26,0.018,0,0.07,0,0.64,0.8,0.128,0.7,0.16,0.0059,0.0575,0.3278,0.13,0,0,0,2
651,0.1762,1,0.25,0.024,0,0.1,1,0.15,0.3,0.107,0.8,0.11,0.1103,0.1364,0.2183,0.11,1,1,0,2
652,0.1462,1,0.16999999999999998,0.075,1,0.01,0,0.25,0.2,0.182,0.7,0.18,0.0091,0.1478,0.0824,0.13,1,0,1,0
653,0.0571,0,0.16,0.065,1,0.08,0,0.35,0.2,0.186,0.7,0.2,0.0177,0.1282,0.2598,0.08,1,1,0,1
654,0.0666,1,0.05,0.135,1,0.07,1,0.54,0.4,0.081,0.3,0.13,0.0058,0.1353,0.1254,0.09,1,1,1,0
655,0.1994,0,0.15,0.0,1,0.02,1,0.07,0.5,0.146,0.8,0.07,0.0447,0.1435,0.3622,0.2,1,0,1,3
656,0.1583,1,0.21000000000000002,0.221,1,0.11,0,0.14,0.7,0.148,0.7,0.16,0.0942,0.1651,0.1704,0.02,1,0,1,2
657,0.1778,0,0.13999999999999999,0.195,1,0.03,1,0.45,1.0,0.132,0.4,0.17,0.0088,0.0516,0.1624,0.09,1,1,0,1
658,0.1926,1,0.11000000000000001,0.204,0,0.13,1,0.5,0.2,0.179,0.6,0.17,0.0371,0.1,0.3809,0.17,1,1,0,3
659,0.0966,1,0.06,0.01,0,0.09,1,0.5,0.2,0.117,0.4,0.1,0.1446,0.1754,0.2574,0.05,1,0,1,2
660,0.0568,0,0.2,0.153,0,0.01,0,0.36,0.3,0.179,0.3,0.04,0.0181,0.1703,0.095,0.09,1,0,0,0
661,0.1897,0,0.3,0.102,0,0.01,1,0.21,0.5,0.192,0.8,0.02,0.1311,0.1935,0.0273,0.03,1,1,1,0
662,0.1695,0,0.05,0.208,1,0.06,1,0.46,0.7,0.2,0.3,0.09,0.1791,0.1898,0.0446,0.15,1,1,1,1
663,0.1623,1,0.12,0.12,0,0.06,1,0.61,0.9,0.12,0.7,0.12,0.1568,0.1832,0.151,0.17,1,1,0,2
664,0.0914,1,0.05,0.108,0,0.0,1,0.26,0.7,0.147,0.4,0.0,0.0706,0.0721,0.1122,0.02,1,1,1,0
665,0.1721,1,0.05,0.038,1,0.04,1,0.33,0.5,0.128,0.4,0.05,0.0871,0.1048,0.0707,0.05,1,1,1,0
666,0.089,1,0.22000000000000003,0.021,1,0.04,0,0.44,0.5,0.198,0.8,0.13,0.1074,0.1873,0.0751,0.03,0,0,0,0
667,0.06,0,0.05,0.084,0,0.01,0,0.48,0.8,0.191,0.3,0.07,0.0501,0.1465,0.3393,0.08,1,0,0,2
668,0.1677,0,0.18,0.09,1,0.04,0,0.11,0.7,0.124,0.6,0.08,0.0271,0.1477,0.3771,0.12,1,0,0,3
669,0.0723,0,0.05,0.045,0,0.0,1,0.03,0.2,0.168,0.4,0.03,0.092,0.1748,0.1851,0.16,1,0,0,1
670,0.0638,0,0.16999999999999998,0.014,1,0.11,0,0.27,0.5,0.102,0.4,0.17,0.1171,0.1383,0.2735,0.09,1,1,0,2
